City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
283,Hofn,IS,64.2539,-15.2082,45.9,83,100,6.15,overcast clouds
284,Titlagarh,IN,20.3,83.15,83.12,59,69,9.24,broken clouds
285,Anchorage,US,61.2181,-149.9003,52.29,48,100,9.22,shower rain
286,Caraguatatuba,BR,-23.6338,-45.4899,63.68,95,22,3.76,few clouds
287,Maceio,BR,-9.6658,-35.7353,76.44,78,40,3.44,scattered clouds
288,Henties Bay,NA,-22.116,14.2845,61.88,67,0,4.21,clear sky
289,Gisborne,NZ,-38.6533,178.0042,56.25,88,100,22.37,light rain
290,French Harbor,HN,16.35,-86.4333,84.2,93,40,16.11,scattered clouds
291,Ampanihy,MG,-24.7,44.75,64.69,96,6,6.15,clear sky
292,Roma,US,43.2128,-75.4557,66.34,37,0,5.75,clear sky
293,Santa Rosa,PH,14.3122,121.1114,89.58,67,53,9.26,broken clouds
294,Golovchino,RU,50.5341,35.797,38.62,68,13,5.75,few clouds
295,Shuiji,CN,27.4214,118.345,67.96,94,100,1.83,overcast clouds
296,Leningradskiy,RU,69.3833,178.4167,30.42,78,91,9.55,overcast clouds
297,Yashan,CN,22.1975,109.9419,77.68,89,100,7.52,light rain
298,Port Blair,IN,11.6667,92.75,82.44,89,40,8.05,mist
299,Shestakovo,RU,56.4915,103.96,36.68,43,92,8.25,overcast clouds
300,Kolyshley,RU,52.7005,44.5367,39.58,78,100,17.25,overcast clouds
301,Cay,TR,38.5917,31.0286,48.33,68,0,2.82,clear sky
302,Esperance,AU,-33.8667,121.9,62.44,40,100,16.22,overcast clouds
303,Bendigo,AU,-36.7667,144.2833,60.64,65,1,5.77,clear sky
304,Saint-Georges,GD,12.0564,-61.7485,80.28,78,20,26.46,few clouds
305,Chicama,PE,-7.8447,-79.1469,61.34,85,41,5.44,scattered clouds
306,Ponca City,US,36.707,-97.0856,89.56,63,0,24.16,clear sky
307,Gushi,CN,34.6425,109.5843,60.98,65,29,2.95,scattered clouds
308,Puerto Ayacucho,VE,5.6639,-67.6236,76.41,86,90,3.33,overcast clouds
309,Sampit,ID,-2.5333,112.95,80.19,80,100,4.54,overcast clouds
310,Auki,SB,-8.7676,160.7034,85.75,68,86,4.23,overcast clouds
311,Korem,ET,12.5058,39.5228,56.44,68,9,1.52,clear sky
312,Hualmay,PE,-11.0964,-77.6139,64.9,89,36,8.05,scattered clouds
313,Sao Joao Da Barra,BR,-21.6403,-41.0511,67.28,77,0,11.07,clear sky
314,Lufilufi,WS,-13.8745,-171.5986,85.78,75,16,12.82,few clouds
315,Riyadh,SA,24.6877,46.7219,73.54,17,0,6.98,clear sky
316,Kavieng,PG,-2.5744,150.7967,85.68,67,78,17.85,broken clouds
317,Gao,ML,16.6362,1.637,84.07,5,0,11.81,clear sky
318,Yar-Sale,RU,66.8333,70.8333,31.01,99,100,9.04,overcast clouds
319,Cabras,IT,39.93,8.5314,57.87,88,6,4.7,clear sky
320,Warrnambool,AU,-38.3833,142.4833,56.8,67,9,5.79,clear sky
321,Barkhan,PK,29.8977,69.5256,77.45,25,18,3.89,few clouds
322,Muyezerskiy,RU,63.9333,31.65,34.0,82,100,9.24,overcast clouds
323,Bijie,CN,27.3125,105.2942,62.33,67,0,0.69,clear sky
324,Trapani,IT,37.8333,12.6667,58.28,82,20,2.3,few clouds
325,Cap Malheureux,MU,-19.9842,57.6142,73.47,89,22,3.0,few clouds
326,Cabedelo,BR,-6.9811,-34.8339,75.87,81,100,11.86,overcast clouds
327,Amambai,BR,-23.1042,-55.2258,65.1,85,9,5.55,clear sky
328,Tomatlan,MX,19.9333,-105.25,80.64,59,8,6.4,clear sky
329,Ostrovnoy,RU,68.0531,39.5131,32.63,74,88,20.71,overcast clouds
330,Uvira,CD,-3.4067,29.1458,71.13,85,100,4.41,overcast clouds
331,Awbari,LY,26.5921,12.7805,72.61,19,99,6.33,overcast clouds
332,Mastic Beach,US,40.7668,-72.8521,59.22,24,0,21.99,clear sky
333,Phalodi,IN,27.1333,72.3667,84.15,36,0,12.41,clear sky
334,Longyearbyen,SJ,78.2186,15.6401,17.44,62,75,10.36,broken clouds
335,Willowmore,ZA,-33.2926,23.4895,51.12,48,73,2.04,broken clouds
336,Abu Samrah,SY,35.3029,37.1841,59.7,47,0,6.08,clear sky
337,Ukiah,US,39.1502,-123.2078,55.36,53,0,8.05,clear sky
338,Teocaltiche,MX,21.4333,-102.5833,87.31,12,43,4.36,scattered clouds
339,Bintulu,MY,3.1667,113.0333,79.21,88,20,5.01,few clouds
340,Manaquiri,BR,-3.3167,-60.35,79.29,94,92,2.53,overcast clouds
341,Husavik,IS,66.0449,-17.3389,36.68,98,100,12.59,overcast clouds
342,La Ferte-Bernard,FR,48.1863,0.6536,58.62,78,100,4.7,overcast clouds
343,Flinders,AU,-34.5833,150.8552,66.18,91,100,7.0,overcast clouds
344,Torbay,CA,47.6666,-52.7314,35.28,57,20,4.61,few clouds
345,Derzhavinsk,KZ,51.1,66.3167,53.44,60,100,16.58,overcast clouds
346,Bonavista,CA,48.6499,-53.1147,34.9,62,0,3.89,clear sky
347,Gushikawa,JP,26.3544,127.8686,76.23,78,40,6.91,scattered clouds
348,Gimli,CA,50.6336,-96.9907,44.62,93,100,13.8,light rain
349,Witu,KE,-2.3889,40.4382,80.76,85,25,10.6,scattered clouds
350,Karratha,AU,-20.7377,116.8463,77.41,26,49,16.91,scattered clouds
351,Palmer,US,42.1584,-72.3287,56.8,20,20,12.66,few clouds
352,Imbituba,BR,-28.24,-48.6703,63.09,89,18,8.23,few clouds
353,Mantua,IT,45.1667,10.7833,60.04,86,0,1.21,clear sky
354,Tharad,IN,24.3961,71.6267,80.38,62,20,6.42,few clouds
355,Saint-Joseph,RE,-21.3667,55.6167,70.18,78,0,3.09,clear sky
356,Awjilah,LY,29.1081,21.2869,64.92,53,42,10.45,scattered clouds
357,Kushima,JP,31.4583,131.2333,64.76,94,100,10.13,overcast clouds
358,Akhtubinsk,RU,48.2795,46.1722,46.8,80,100,17.58,overcast clouds
359,Simao,CN,22.7886,100.9748,64.72,99,100,1.41,overcast clouds
360,Sur,OM,22.5667,59.5289,86.11,46,0,4.25,clear sky
361,Udachnyy,RU,66.4167,112.4,30.45,42,94,10.65,overcast clouds
362,Auchterarder,GB,56.2961,-3.7069,49.05,92,100,7.65,overcast clouds
363,Warwick,US,41.7001,-71.4162,51.33,35,0,4.0,clear sky
364,Sambava,MG,-14.2667,50.1667,73.49,91,67,5.64,broken clouds
365,Riverton,US,40.5219,-111.9391,52.84,29,40,10.0,scattered clouds
366,Bhadrachalam,IN,17.6667,80.8833,87.15,50,100,3.06,overcast clouds
367,Ahipara,NZ,-35.1667,173.1667,66.4,68,12,11.92,few clouds
368,Banda Aceh,ID,5.5577,95.3222,82.81,77,100,9.22,overcast clouds
369,Margate,GB,51.3813,1.3862,61.88,64,100,5.01,overcast clouds
370,Ndele,CF,8.4109,20.6473,75.56,71,67,4.74,broken clouds
371,Aban,RU,56.67,96.06,35.91,46,8,6.02,clear sky
372,Skibbereen,IE,51.55,-9.2667,54.1,83,100,18.21,overcast clouds
373,Corozal,CO,9.3151,-75.2928,78.37,92,98,10.0,overcast clouds
374,Ankang,CN,32.68,109.0172,62.38,72,97,0.89,overcast clouds
375,Newcastle,AU,-32.9272,151.7765,69.82,79,75,5.99,light rain
376,Laguna,US,38.421,-121.4238,64.06,36,20,19.57,few clouds
377,Mongagua,BR,-24.0931,-46.6208,73.65,83,12,6.69,few clouds
378,Kuching,MY,1.55,110.3333,79.02,94,20,3.44,few clouds
379,Yining,CN,29.0361,114.5636,63.7,98,100,4.29,moderate rain
380,Zlobin,HR,45.2924,14.6541,56.5,71,0,5.75,clear sky
381,Kita,ML,13.0349,-9.4895,86.83,38,84,1.45,broken clouds
382,Fukue,JP,32.6881,128.8419,66.56,77,75,5.75,broken clouds
383,Yakeshi,CN,49.2833,120.7333,42.4,36,100,17.67,overcast clouds
384,Saint Anthony,US,45.0205,-93.218,83.82,46,0,23.02,clear sky
385,Conde,BR,-7.2597,-34.9075,74.66,94,75,8.05,moderate rain
386,Olafsvik,IS,64.8945,-23.7142,38.66,88,98,21.85,overcast clouds
387,Lyubech,UA,51.7026,30.6569,38.62,65,11,6.17,few clouds
388,Abu Dhabi,AE,24.4667,54.3667,82.51,52,0,5.75,clear sky
389,Fernie,CA,49.5,-115.0687,47.08,93,100,5.64,overcast clouds
390,Ciudad Bolivar,VE,8.1222,-63.5497,87.3,46,95,7.92,overcast clouds
391,Blackwater,AU,-23.5833,148.8833,66.78,92,100,14.7,light rain
392,Aripuana,BR,-9.1667,-60.6333,72.19,97,6,1.23,clear sky
393,Aviles,ES,43.5547,-5.9248,63.18,89,75,13.8,mist
394,Les Cayes,HT,18.2,-73.75,76.23,84,0,4.99,clear sky
395,Saldanha,ZA,-33.0117,17.9442,46.45,81,100,4.47,overcast clouds
396,Puksoozero,RU,62.5903,40.6066,30.25,77,1,2.86,clear sky
397,Manzanillo,CU,20.3433,-77.1167,79.03,71,0,4.54,clear sky
398,Taywarah,AF,33.35,64.4167,53.2,33,5,3.06,clear sky
399,Challapata,BO,-18.9,-66.7667,44.64,21,16,1.01,few clouds
400,Guliston,UZ,40.4897,68.7842,67.86,82,93,6.69,overcast clouds
401,Port Augusta,AU,-32.5,137.7667,62.26,40,96,8.66,overcast clouds
402,Darhan,MN,49.4867,105.9228,36.93,42,98,13.71,overcast clouds
403,Grahamstown,ZA,-33.3042,26.5328,50.67,75,100,0.87,overcast clouds
404,Manzil Salim,TN,35.8567,8.4765,50.58,85,1,3.8,clear sky
405,Smithers,CA,54.7804,-127.1743,53.92,35,75,12.66,broken clouds
406,Yamada,JP,39.4667,141.95,60.49,42,0,5.41,clear sky
407,Komsomolskiy,UZ,40.4272,71.7189,72.32,49,86,2.3,overcast clouds
408,Dongobesh,TZ,-4.0667,35.3833,53.44,93,62,4.43,broken clouds
409,Iranshahr,IR,27.2025,60.6848,79.14,19,0,4.61,clear sky
410,Rapid Valley,US,44.0625,-103.1463,57.38,54,0,19.57,clear sky
411,Dalvik,IS,65.9702,-18.5286,39.13,99,100,12.01,overcast clouds
412,Tiznit,MA,29.5833,-9.5,75.54,15,0,0.34,clear sky
413,Kambove,CD,-10.8764,26.5969,58.57,80,7,4.63,clear sky
414,Parkes,AU,-33.1333,148.1833,67.35,53,100,3.0,overcast clouds
415,Maturin,VE,9.75,-63.1767,77.81,74,9,7.25,clear sky
416,La Ronge,CA,55.1001,-105.2842,59.25,23,40,10.36,scattered clouds
417,Tiksi,RU,71.6872,128.8694,16.27,83,94,10.07,overcast clouds
418,Korla,CN,41.7597,86.1469,71.98,27,2,8.77,clear sky
419,Lichuan,CN,30.3,108.85,62.6,87,72,1.05,broken clouds
420,Medea,DZ,36.2642,2.7539,49.93,63,0,2.73,clear sky
421,Belyy Yar,RU,53.6039,91.3903,39.85,33,0,4.47,clear sky
422,Trairi,BR,-3.2778,-39.2689,74.97,91,100,1.88,overcast clouds
423,Teyateyaneng,LS,-29.1472,27.7489,43.0,69,0,2.66,clear sky
424,Birigui,BR,-21.2886,-50.34,67.17,75,5,7.7,clear sky
425,Xai-Xai,MZ,-25.0519,33.6442,67.44,81,0,5.46,clear sky
426,Woodward,US,36.4337,-99.3904,95.92,13,0,12.66,clear sky
427,Banyo,CM,6.75,11.8167,66.6,90,100,4.03,overcast clouds
428,Portland,US,45.5234,-122.6762,55.11,69,94,3.0,overcast clouds
429,Rosarito,MX,32.3333,-117.0333,67.41,57,8,12.68,clear sky
430,Batemans Bay,AU,-35.7167,150.1833,60.1,73,71,6.11,light rain
431,Monrovia,LR,6.3005,-10.7969,79.12,83,100,4.59,overcast clouds
432,Tautira,PF,-17.7333,-149.15,81.14,78,27,14.32,scattered clouds
433,Hayden,US,47.766,-116.7866,50.56,69,75,5.75,broken clouds
434,Sechura,PE,-5.5569,-80.8222,67.39,78,39,14.76,scattered clouds
435,Surovikino,RU,48.6078,42.8486,42.37,72,10,15.9,clear sky
436,Port Keats,AU,-14.25,129.55,82.72,40,99,13.47,overcast clouds
437,Am Timan,TD,11.0297,20.2827,88.29,34,100,4.59,overcast clouds
438,Salinopolis,BR,-0.6136,-47.3561,75.52,94,100,3.96,overcast clouds
439,Iquique,CL,-20.2208,-70.1431,60.84,81,18,4.25,few clouds
440,Saravena,CO,6.9538,-71.8752,73.51,97,99,1.92,overcast clouds
441,Le Pradet,FR,43.1066,6.0172,58.69,80,0,1.14,clear sky
442,Vostochnyy,RU,55.8167,37.8667,38.5,78,28,10.49,scattered clouds
443,Adrar,MR,20.5022,-10.0711,83.34,9,10,9.75,clear sky
444,Nishihara,JP,26.1842,127.7558,76.28,73,75,11.5,broken clouds
445,Jhawarian,PK,32.3614,72.6228,86.11,25,79,7.99,broken clouds
446,Srednekolymsk,RU,67.45,153.6833,34.54,91,100,15.37,overcast clouds
447,Sivaki,RU,52.6333,126.75,59.94,38,100,13.89,overcast clouds
448,Najran,SA,17.4924,44.1277,75.85,26,0,3.58,clear sky
449,Sorland,NO,67.667,12.6934,42.66,92,100,28.07,light rain
450,Malm,NO,64.0721,11.2172,47.79,84,100,2.55,overcast clouds
451,Dolzhanskaya,RU,46.6311,37.8039,52.68,73,8,16.15,clear sky
452,Ancud,CL,-41.8697,-73.8203,45.39,86,18,4.68,few clouds
453,Ghanaur,IN,30.3322,76.6072,82.72,38,0,8.25,clear sky
454,Lesnyye Polyany,RU,55.9667,37.8667,38.55,83,17,10.4,few clouds
455,Pitimbu,BR,-7.4706,-34.8086,75.79,79,100,10.76,overcast clouds
456,Na Wa,TH,17.4897,104.1006,85.23,76,100,1.5,moderate rain
457,Kavaratti,IN,10.5669,72.642,85.33,73,100,20.58,overcast clouds
458,Passo De Camaragibe,BR,-9.2368,-35.4901,76.55,90,100,3.24,overcast clouds
459,Miri,MY,4.4148,114.0089,78.94,89,20,3.44,few clouds
460,Guane,CU,22.2025,-84.0875,77.79,79,48,2.57,light rain
461,Saint-Francois,FR,46.4154,3.9054,52.68,93,0,3.44,clear sky
462,Vila Velha,BR,-20.3297,-40.2925,73.35,73,0,8.05,clear sky
463,Carauari,BR,-4.8828,-66.8958,74.66,96,91,2.21,heavy intensity rain
464,Northam,GB,51.0333,-4.2167,56.39,91,100,14.97,overcast clouds
465,Kisesa,TZ,-3.0833,34.15,63.95,79,47,7.34,scattered clouds
466,Shahreza,IR,32.0339,51.8794,53.65,26,0,4.34,clear sky
467,Lodja,CD,-3.4833,23.4333,69.8,93,100,1.72,overcast clouds
468,Shelburne,CA,44.0787,-80.2041,63.05,65,78,9.06,broken clouds
469,Rong Kwang,TH,18.339,100.3174,78.28,96,100,1.3,overcast clouds
470,Dali,CN,25.7,100.1833,63.79,78,74,1.77,broken clouds
471,Cahors,FR,44.4167,1.3333,55.89,73,23,2.73,few clouds
472,Niamey,NE,13.5137,2.1098,89.89,43,0,11.5,clear sky
473,Verkhnevilyuysk,RU,63.4453,120.3167,29.53,56,100,8.66,overcast clouds
474,Dunmore Town,BS,25.5,-76.65,75.72,72,56,16.11,broken clouds
475,Lengshuitan,CN,26.4111,111.5956,62.42,96,100,5.68,overcast clouds
476,Humaita,BR,-7.5061,-63.0208,74.68,97,99,2.15,overcast clouds
477,Paamiut,GL,61.994,-49.6678,30.43,88,100,2.95,overcast clouds
478,Palauig,PH,15.435,119.9045,86.31,60,0,3.44,clear sky
479,Kainantu,PG,-6.2887,145.8655,75.09,62,97,4.45,overcast clouds
480,Sobolevo,RU,54.4299,31.8996,33.46,75,5,6.38,clear sky
481,Astana,KZ,51.1801,71.446,49.95,50,0,13.42,clear sky
482,Susanville,US,40.4163,-120.653,40.91,65,20,11.5,few clouds
483,Canguaretama,BR,-6.38,-35.1289,74.52,87,87,9.22,overcast clouds
484,Baijiantan,CN,45.6333,85.1833,65.1,16,98,10.07,overcast clouds
485,Haputale,LK,6.7681,80.9595,64.53,81,100,8.19,overcast clouds
486,Pandan,PH,14.0453,124.1694,84.99,63,48,8.9,scattered clouds
487,Goderich,CA,43.7501,-81.7165,68.32,24,71,10.36,broken clouds
488,Alyangula,AU,-13.8483,136.4192,85.87,70,40,9.22,scattered clouds
489,Tuy Hoa,VN,13.0833,109.3,81.73,78,100,1.19,overcast clouds
490,Manokwari,ID,-0.8667,134.0833,78.93,86,100,2.93,overcast clouds
491,Iralaya,HN,15.0,-83.2333,79.99,80,100,9.57,overcast clouds
492,Nurota,UZ,40.5614,65.6886,61.88,63,50,5.35,scattered clouds
493,Waddan,LY,29.1614,16.139,64.74,50,100,12.88,overcast clouds
494,Dongkan,CN,33.9997,119.8308,59.0,76,100,5.14,overcast clouds
495,Bubaque,GW,11.2833,-15.8333,77.52,83,97,9.44,overcast clouds
496,Fasa,IR,28.9383,53.6482,49.24,32,0,6.91,clear sky
497,Klaksvik,FO,62.2266,-6.589,47.32,99,100,9.46,moderate rain
498,Tibagi,BR,-24.5094,-50.4136,57.99,94,3,2.51,clear sky
499,Ahuimanu,US,21.4447,-157.8378,83.34,66,0,14.97,clear sky
500,Arman,RU,59.7,150.1667,39.02,99,100,5.66,light rain
501,Tochtepec,MX,18.8333,-97.8167,78.31,29,45,11.14,scattered clouds
502,Asnaes,DK,55.8123,11.5013,49.89,77,100,3.0,overcast clouds
503,Ballina,AU,-28.8667,153.5667,69.76,79,100,12.66,overcast clouds
504,Kushiro,JP,42.975,144.3747,63.55,31,0,11.5,clear sky
505,Teguldet,RU,57.3064,88.1667,38.55,51,0,4.68,clear sky
506,Tianpeng,CN,30.9866,103.9393,76.73,67,20,1.9,few clouds
507,Potam,MX,27.6,-110.3833,84.79,34,0,8.97,clear sky
508,Sept-Iles,CA,50.2001,-66.3821,42.06,77,20,2.3,few clouds
509,Kayerkan,RU,69.3497,87.7602,35.53,80,100,20.42,light rain
510,Broken Hill,AU,-31.95,141.4333,51.51,71,47,8.05,scattered clouds
511,Mayumba,GA,-3.432,10.6554,77.76,92,100,4.83,overcast clouds
512,Zhigansk,RU,66.7697,123.3711,21.36,76,38,8.55,scattered clouds
513,Broome,US,42.2506,-75.833,59.77,73,4,4.83,clear sky
514,Gweta,BW,-20.1833,25.2333,60.64,16,0,7.38,clear sky
515,Coxim,BR,-18.5067,-54.76,72.59,43,3,1.7,clear sky
516,Goure,NE,13.9835,10.2704,83.43,47,6,12.44,clear sky
517,Trelew,AR,-43.249,-65.3051,54.95,33,6,6.55,clear sky
518,Maputo,MZ,-25.9653,32.5892,66.22,81,0,3.44,clear sky
519,Celestun,MX,20.8667,-90.4,83.37,72,7,19.19,clear sky
520,Colon,PA,9.3592,-79.9014,81.14,81,20,5.3,few clouds
521,Ambilobe,MG,-13.2,49.05,71.04,94,1,2.95,clear sky
522,Cabrobo,BR,-8.5142,-39.31,73.89,72,100,9.46,overcast clouds
523,Angoche,MZ,-16.2325,39.9086,71.04,82,0,7.43,clear sky
524,Plettenberg Bay,ZA,-34.0527,23.3716,56.61,74,55,3.13,broken clouds
525,Begles,FR,44.8084,-0.5481,61.29,72,0,3.44,clear sky
526,Kamaishi,JP,39.2667,141.8833,58.89,52,0,5.44,clear sky
527,Douglas,US,41.3,-96.167,88.68,26,0,10.36,clear sky
528,Moerai,PF,-22.4333,-151.3333,78.91,71,9,6.93,clear sky
529,Jalu,LY,29.0331,21.5482,65.68,49,34,11.1,scattered clouds
530,Akdepe,TM,42.0551,59.3788,53.69,69,0,13.18,clear sky
531,Dalby,AU,-27.1833,151.2667,62.98,91,100,1.99,moderate rain
532,Choya,RU,52.0108,86.5467,44.44,50,0,2.42,clear sky
533,Elko,US,41.0002,-115.5012,42.82,30,95,7.0,overcast clouds
534,Ban Dung,TH,17.699,103.2596,77.11,99,100,1.21,light rain
535,Gigmoto,PH,13.7796,124.39,84.54,67,81,7.7,broken clouds
536,Muri,IN,23.3667,85.8667,80.17,74,80,3.98,broken clouds
537,Nova Vicosa,BR,-17.8919,-39.3719,75.15,72,78,14.03,broken clouds
538,Tynda,RU,55.1667,124.7167,45.5,58,99,1.3,overcast clouds
539,Ocean City,US,39.2776,-74.5746,60.3,52,94,10.0,overcast clouds
540,Ixtapa,MX,20.7,-105.2,78.22,79,6,5.01,clear sky
541,Portlethen,GB,57.0547,-2.1307,50.49,95,20,5.75,few clouds
542,Beyneu,KZ,45.3167,55.2,54.55,86,100,20.56,light rain
543,Krapina,HR,46.1608,15.8789,53.13,94,14,2.19,few clouds
544,Lakes Entrance,AU,-37.8811,147.981,58.15,65,0,3.47,clear sky
545,Olga,RU,43.7444,135.2892,72.66,21,0,5.1,clear sky
546,College,US,64.8569,-147.8028,37.72,90,75,5.75,light rain and snow
547,Praya,CV,14.9215,-23.5087,72.14,83,20,17.27,few clouds
548,Milford,US,41.2223,-73.0565,58.28,24,0,15.5,clear sky
549,Ayorou,NE,14.7308,0.9174,86.27,4,0,10.63,clear sky
550,Methoni,GR,36.8197,21.7049,61.21,82,22,6.38,few clouds
551,Medicine Hat,CA,50.0501,-110.6683,45.59,81,100,14.97,overcast clouds
552,Pochutla,MX,15.7432,-96.4661,84.81,70,98,3.31,overcast clouds
553,Ayan,RU,56.45,138.1667,35.13,86,99,4.68,overcast clouds
554,Ewa Beach,US,21.3156,-158.0072,81.99,57,91,15.99,overcast clouds
555,Sarankhola,BD,22.3082,89.7897,76.28,98,100,3.31,overcast clouds
556,Lixourion,GR,38.2019,20.4314,61.38,79,61,4.94,broken clouds
557,Mranggen,ID,-7.0268,110.5158,84.04,70,20,6.91,few clouds
558,Mogadishu,SO,2.0371,45.3438,81.0,86,95,15.46,light rain
559,Menongue,AO,-14.6585,17.691,57.0,62,0,3.13,clear sky
560,Atambua,ID,-9.1061,124.8925,81.39,57,45,4.38,scattered clouds
561,Langarud,IR,37.197,50.1535,59.25,94,94,3.69,light rain
562,Codrington,AU,-38.2667,141.9667,57.99,60,11,5.93,few clouds
563,Kuna,US,43.4918,-116.4201,45.21,68,20,5.75,light rain
564,Kieta,PG,-6.2167,155.6333,85.57,69,16,4.88,few clouds
565,Kholodnyy,RU,62.7167,147.95,32.0,89,96,2.13,overcast clouds
566,Semey,KZ,50.4111,80.2275,46.62,39,0,6.71,clear sky
567,Strathpeffer,GB,57.588,-4.5382,49.23,84,1,7.45,clear sky
568,Kelme,LT,55.6339,22.9342,35.62,57,18,4.94,few clouds
569,Bandarbeyla,SO,9.4942,50.8122,82.24,82,60,2.26,broken clouds
